comuna_residencia,region_residencia,semana_epi,Acumulado
Calera,Región de Valparaíso,38,1154
Calera,Región de Valparaíso,39,1183
Calera,Región de Valparaíso,40,1194
Calera,Región de Valparaíso,41,1211
Calera,Región de Valparaíso,42,1225
Calera,Región de Valparaíso,43,1239
Calera,Región de Valparaíso,44,1245
Calera,Región de Valparaíso,45,1255
Calera,Región de Valparaíso,46,1266
Calera,Región de Valparaíso,47,1276
Calera,Región de Valparaíso,48,1286
Calera,Región de Valparaíso,49,1292
Calera,Región de Valparaíso,50,1297
Calera,Región de Valparaíso,51,1306
Calera,Región de Valparaíso,52,1308
Calle Larga,Región de Valparaíso,14,2
Calle Larga,Región de Valparaíso,15,3
Calle Larga,Región de Valparaíso,16,6
Calle Larga,Región de Valparaíso,18,7
Calle Larga,Región de Valparaíso,19,11
Calle Larga,Región de Valparaíso,20,12
Calle Larga,Región de Valparaíso,21,29
Calle Larga,Región de Valparaíso,22,53
Calle Larga,Región de Valparaíso,23,76
Calle Larga,Región de Valparaíso,24,104
Calle Larga,Región de Valparaíso,25,135
Calle Larga,Región de Valparaíso,26,152
Calle Larga,Región de Valparaíso,27,165
Calle Larga,Región de Valparaíso,28,176
Calle Larga,Región de Valparaíso,29,184
Calle Larga,Región de Valparaíso,30,193
Calle Larga,Región de Valparaíso,31,197
Calle Larga,Región de Valparaíso,32,202
Calle Larga,Región de Valparaíso,33,208
Calle Larga,Región de Valparaíso,35,210
Calle Larga,Región de Valparaíso,36,214
Calle Larga,Región de Valparaíso,37,215
Calle Larga,Región de Valparaíso,38,224
Calle Larga,Región de Valparaíso,39,236
Calle Larga,Región de Valparaíso,40,249
Calle Larga,Región de Valparaíso,41,257
Calle Larga,Región de Valparaíso,42,261
Calle Larga,Región de Valparaíso,43,264
Calle Larga,Región de Valparaíso,44,267
Calle Larga,Región de Valparaíso,45,277
Calle Larga,Región de Valparaíso,46,281
Calle Larga,Región de Valparaíso,47,283
Calle Larga,Región de Valparaíso,48,290
Calle Larga,Región de Valparaíso,49,295
Calle Larga,Región de Valparaíso,50,302
Calle Larga,Región de Valparaíso,51,304
Calle Larga,Región de Valparaíso,52,309
Camarones,Región de Arica y Parinacota,28,12
Camarones,Región de Arica y Parinacota,29,14
Camarones,Región de Arica y Parinacota,30,17
Camarones,Región de Arica y Parinacota,31,23
Camarones,Región de Arica y Parinacota,32,25
Camarones,Región de Arica y Parinacota,33,26
Camarones,Región de Arica y Parinacota,35,27
Camarones,Región de Arica y Parinacota,38,28
Camarones,Región de Arica y Parinacota,40,29
Camiña,Región de Tarapacá,21,1
Camiña,Región de Tarapacá,22,7
Camiña,Región de Tarapacá,23,12
Camiña,Región de Tarapacá,24,14
Camiña,Región de Tarapacá,25,18
Camiña,Región de Tarapacá,26,25
Camiña,Región de Tarapacá,27,30
Camiña,Región de Tarapacá,28,33
Camiña,Región de Tarapacá,29,37
Camiña,Región de Tarapacá,31,40
Camiña,Región de Tarapacá,32,41
Camiña,Región de Tarapacá,33,46
Camiña,Región de Tarapacá,34,47
Camiña,Región de Tarapacá,36,48
Camiña,Región de Tarapacá,38,51
Camiña,Región de Tarapacá,39,52
Camiña,Región de Tarapacá,40,56
Camiña,Región de Tarapacá,41,58
Camiña,Región de Tarapacá,42,59
Camiña,Región de Tarapacá,43,60
Camiña,Región de Tarapacá,45,64
Camiña,Región de Tarapacá,46,66
Camiña,Región de Tarapacá,47,74
Camiña,Región de Tarapacá,48,77
Camiña,Región de Tarapacá,49,78
Camiña,Región de Tarapacá,50,80
Canela,Región de Coquimbo,18,1
Canela,Región de Coquimbo,20,2
Canela,Región de Coquimbo,21,3
Canela,Región de Coquimbo,22,4
Canela,Región de Coquimbo,23,6
Canela,Región de Coquimbo,25,7
Canela,Región de Coquimbo,26,12
Canela,Región de Coquimbo,27,18
Canela,Región de Coquimbo,29,21
Canela,Región de Coquimbo,30,24
Canela,Región de Coquimbo,31,27
Canela,Región de Coquimbo,32,34
Canela,Región de Coquimbo,33,53
Canela,Región de Coquimbo,34,69
Canela,Región de Coquimbo,35,74
Canela,Región de Coquimbo,36,78
Canela,Región de Coquimbo,37,85
Canela,Región de Coquimbo,38,90
Canela,Región de Coquimbo,39,100
Canela,Región de Coquimbo,40,102
Canela,Región de Coquimbo,41,103
Canela,Región de Coquimbo,42,107
Canela,Región de Coquimbo,44,108
Canela,Región de Coquimbo,49,109
Canela,Región de Coquimbo,50,110
Canela,Región de Coquimbo,51,115
Cañete,Región del Biobío,20,1
Cañete,Región del Biobío,21,10
Cañete,Región del Biobío,22,15
Cañete,Región del Biobío,23,22
Cañete,Región del Biobío,25,28
Cañete,Región del Biobío,26,34
Cañete,Región del Biobío,27,35
Cañete,Región del Biobío,28,40
Cañete,Región del Biobío,29,71
Cañete,Región del Biobío,30,108
Cañete,Región del Biobío,31,129
Cañete,Región del Biobío,32,145
Cañete,Región del Biobío,33,174
Cañete,Región del Biobío,34,214
Cañete,Región del Biobío,35,232
Cañete,Región del Biobío,36,251
Cañete,Región del Biobío,37,269
Cañete,Región del Biobío,38,284
Cañete,Región del Biobío,39,322
Cañete,Región del Biobío,40,358
Cañete,Región del Biobío,41,439
Cañete,Región del Biobío,42,549
Cañete,Región del Biobío,43,588
Cañete,Región del Biobío,44,634
Cañete,Región del Biobío,45,700
Cañete,Región del Biobío,46,762
Cañete,Región del Biobío,47,828
Cañete,Región del Biobío,48,896
Cañete,Región del Biobío,49,965
Cañete,Región del Biobío,50,1041
Cañete,Región del Biobío,51,1122
Cañete,Región del Biobío,52,1198
Carahue,Región de la Araucanía,13,1
Carahue,Región de la Araucanía,14,3
Carahue,Región de la Araucanía,15,18
Carahue,Región de la Araucanía,16,25
Carahue,Región de la Araucanía,17,30
Carahue,Región de la Araucanía,18,34
Carahue,Región de la Araucanía,19,35
Carahue,Región de la Araucanía,20,36
Carahue,Región de la Araucanía,21,46
Carahue,Región de la Araucanía,22,53
Carahue,Región de la Araucanía,23,68
Carahue,Región de la Araucanía,24,70
Carahue,Región de la Araucanía,25,78
Carahue,Región de la Araucanía,26,80
Carahue,Región de la Araucanía,27,83
Carahue,Región de la Araucanía,28,88
Carahue,Región de la Araucanía,30,95
Carahue,Región de la Araucanía,31,115
Carahue,Región de la Araucanía,32,122
Carahue,Región de la Araucanía,33,133
Carahue,Región de la Araucanía,34,148
Carahue,Región de la Araucanía,35,155
Carahue,Región de la Araucanía,36,188
Carahue,Región de la Araucanía,37,218
Carahue,Región de la Araucanía,38,240
Carahue,Región de la Araucanía,39,310
Carahue,Región de la Araucanía,40,384
Carahue,Región de la Araucanía,41,461
Carahue,Región de la Araucanía,42,497
Carahue,Región de la Araucanía,43,534
Carahue,Región de la Araucanía,44,568
Carahue,Región de la Araucanía,45,580
Carahue,Región de la Araucanía,46,592
Carahue,Región de la Araucanía,47,609
Carahue,Región de la Araucanía,48,640
Carahue,Región de la Araucanía,49,681
Carahue,Región de la Araucanía,50,694
Carahue,Región de la Araucanía,51,711
Carahue,Región de la Araucanía,52,732
Cartagena,Región de Valparaíso,14,2
Cartagena,Región de Valparaíso,16,3
Cartagena,Región de Valparaíso,17,5
Cartagena,Región de Valparaíso,18,11
Cartagena,Región de Valparaíso,19,18
Cartagena,Región de Valparaíso,20,30
Cartagena,Región de Valparaíso,21,45
Cartagena,Región de Valparaíso,22,57
Cartagena,Región de Valparaíso,23,74
Cartagena,Región de Valparaíso,24,100
Cartagena,Región de Valparaíso,25,113
Cartagena,Región de Valparaíso,26,135
Cartagena,Región de Valparaíso,27,148
Cartagena,Región de Valparaíso,28,160
Cartagena,Región de Valparaíso,29,172
Cartagena,Región de Valparaíso,30,185
Cartagena,Región de Valparaíso,31,194
Cartagena,Región de Valparaíso,32,198
Cartagena,Región de Valparaíso,33,204
Cartagena,Región de Valparaíso,34,212
Cartagena,Región de Valparaíso,35,218
Cartagena,Región de Valparaíso,36,224
Cartagena,Región de Valparaíso,37,233
Cartagena,Región de Valparaíso,38,241
Cartagena,Región de Valparaíso,39,269
Cartagena,Región de Valparaíso,40,276
Cartagena,Región de Valparaíso,41,281
Cartagena,Región de Valparaíso,42,282
Cartagena,Región de Valparaíso,43,290
Cartagena,Región de Valparaíso,44,295
Cartagena,Región de Valparaíso,45,296
Cartagena,Región de Valparaíso,46,301
Cartagena,Región de Valparaíso,47,305
Cartagena,Región de Valparaíso,48,311
Cartagena,Región de Valparaíso,49,321
Cartagena,Región de Valparaíso,50,322
Cartagena,Región de Valparaíso,51,337
Cartagena,Región de Valparaíso,52,342
Casablanca,Región de Valparaíso,13,2
Casablanca,Región de Valparaíso,14,4
Casablanca,Región de Valparaíso,15,5
Casablanca,Región de Valparaíso,19,9
Casablanca,Región de Valparaíso,20,16
Casablanca,Región de Valparaíso,21,27
Casablanca,Región de Valparaíso,22,35
Casablanca,Región de Valparaíso,23,52
Casablanca,Región de Valparaíso,24,72
Casablanca,Región de Valparaíso,25,81
Casablanca,Región de Valparaíso,26,97
Casablanca,Región de Valparaíso,27,109
Casablanca,Región de Valparaíso,28,123
Casablanca,Región de Valparaíso,29,132
Casablanca,Región de Valparaíso,30,160
Casablanca,Región de Valparaíso,31,183
Casablanca,Región de Valparaíso,32,224
Casablanca,Región de Valparaíso,33,265
Casablanca,Región de Valparaíso,34,279
Casablanca,Región de Valparaíso,35,296
Casablanca,Región de Valparaíso,36,309
Casablanca,Región de Valparaíso,37,331
Casablanca,Región de Valparaíso,38,338
Casablanca,Región de Valparaíso,39,353
Casablanca,Región de Valparaíso,40,360
Casablanca,Región de Valparaíso,41,368
Casablanca,Región de Valparaíso,42,374
Casablanca,Región de Valparaíso,43,378
Casablanca,Región de Valparaíso,44,382
Casablanca,Región de Valparaíso,45,387
Casablanca,Región de Valparaíso,46,397
Casablanca,Región de Valparaíso,47,402
Casablanca,Región de Valparaíso,48,408
Casablanca,Región de Valparaíso,49,423
Casablanca,Región de Valparaíso,50,427
Casablanca,Región de Valparaíso,51,447
Casablanca,Región de Valparaíso,52,472
Castro,Región de Los Lagos,13,1
Castro,Región de Los Lagos,14,4
Castro,Región de Los Lagos,15,7
Castro,Región de Los Lagos,20,8
Castro,Región de Los Lagos,24,9
Castro,Región de Los Lagos,28,10
Castro,Región de Los Lagos,30,24
Castro,Región de Los Lagos,31,31
Castro,Región de Los Lagos,32,33
Castro,Región de Los Lagos,33,34
Castro,Región de Los Lagos,35,36
Castro,Región de Los Lagos,36,39
Castro,Región de Los Lagos,37,49
Castro,Región de Los Lagos,38,69
Castro,Región de Los Lagos,39,79
Castro,Región de Los Lagos,40,87
Castro,Región de Los Lagos,41,99
Castro,Región de Los Lagos,42,132
Castro,Región de Los Lagos,43,190
Castro,Región de Los Lagos,44,293
Castro,Región de Los Lagos,45,366
Castro,Región de Los Lagos,46,442
Castro,Región de Los Lagos,47,529
Castro,Región de Los Lagos,48,576
Castro,Región de Los Lagos,49,611
Castro,Región de Los Lagos,50,632
Castro,Región de Los Lagos,51,667
Castro,Región de Los Lagos,52,701
Catemu,Región de Valparaíso,18,1
Catemu,Región de Valparaíso,19,2
Catemu,Región de Valparaíso,20,5
Catemu,Región de Valparaíso,21,9
Catemu,Región de Valparaíso,22,17
Catemu,Región de Valparaíso,23,36
Catemu,Región de Valparaíso,24,49
Catemu,Región de Valparaíso,25,56
Catemu,Región de Valparaíso,26,66
Catemu,Región de Valparaíso,27,72
Catemu,Región de Valparaíso,28,80
Catemu,Región de Valparaíso,29,93
Catemu,Región de Valparaíso,30,103
Catemu,Región de Valparaíso,31,121
Catemu,Región de Valparaíso,32,149
Catemu,Región de Valparaíso,33,167
Catemu,Región de Valparaíso,34,186
Catemu,Región de Valparaíso,35,233
Catemu,Región de Valparaíso,36,253
Catemu,Región de Valparaíso,37,267
Catemu,Región de Valparaíso,38,269
Catemu,Región de Valparaíso,39,286
Catemu,Región de Valparaíso,40,296
Catemu,Región de Valparaíso,41,313
Catemu,Región de Valparaíso,42,333
Catemu,Región de Valparaíso,43,341
Catemu,Región de Valparaíso,44,342
Catemu,Región de Valparaíso,45,350
Catemu,Región de Valparaíso,48,351
Catemu,Región de Valparaíso,49,352
Catemu,Región de Valparaíso,50,357
Catemu,Región de Valparaíso,51,358
Catemu,Región de Valparaíso,52,365
Cauquenes,Región del Maule,13,2
Cauquenes,Región del Maule,14,5
Cauquenes,Región del Maule,16,11
Cauquenes,Región del Maule,17,14
Cauquenes,Región del Maule,19,16
Cauquenes,Región del Maule,20,25
Cauquenes,Región del Maule,21,36
Cauquenes,Región del Maule,22,86
Cauquenes,Región del Maule,23,130
Cauquenes,Región del Maule,24,175
Cauquenes,Región del Maule,25,232
Cauquenes,Región del Maule,26,266
Cauquenes,Región del Maule,27,292
Cauquenes,Región del Maule,28,336
Cauquenes,Región del Maule,29,364
Cauquenes,Región del Maule,30,374
Cauquenes,Región del Maule,31,383
Cauquenes,Región del Maule,32,387
Cauquenes,Región del Maule,33,394
Cauquenes,Región del Maule,34,398
Cauquenes,Región del Maule,35,403
Cauquenes,Región del Maule,36,414
Cauquenes,Región del Maule,37,430
Cauquenes,Región del Maule,38,437
Cauquenes,Región del Maule,39,447
Cauquenes,Región del Maule,40,453
Cauquenes,Región del Maule,41,464
Cauquenes,Región del Maule,42,476
Cauquenes,Región del Maule,43,497
Cauquenes,Región del Maule,44,506
Cauquenes,Región del Maule,45,514
Cauquenes,Región del Maule,46,520
Cauquenes,Región del Maule,47,525
Cauquenes,Región del Maule,48,530
Cauquenes,Región del Maule,49,549
Cauquenes,Región del Maule,50,552
Cauquenes,Región del Maule,51,576
Cauquenes,Región del Maule,52,596
Chaitén,Región de Los Lagos,14,1
Chaitén,Región de Los Lagos,17,2
Chaitén,Región de Los Lagos,28,11
Chaitén,Región de Los Lagos,31,12
Chaitén,Región de Los Lagos,33,15
Chaitén,Región de Los Lagos,42,16
Chaitén,Región de Los Lagos,45,17
Chaitén,Región de Los Lagos,49,19
Chañaral,Región de Atacama,21,1
Chañaral,Región de Atacama,23,3
Chañaral,Región de Atacama,24,7
Chañaral,Región de Atacama,25,20
Chañaral,Región de Atacama,26,24
Chañaral,Región de Atacama,27,26
Chañaral,Región de Atacama,28,35
Chañaral,Región de Atacama,29,40
Chañaral,Región de Atacama,30,52
Chañaral,Región de Atacama,31,61
Chañaral,Región de Atacama,32,76
Chañaral,Región de Atacama,33,94
Chañaral,Región de Atacama,34,97
Chañaral,Región de Atacama,35,129
Chañaral,Región de Atacama,36,160
Chañaral,Región de Atacama,37,185
Chañaral,Región de Atacama,38,193
Chañaral,Región de Atacama,39,195
Chañaral,Región de Atacama,40,197
Chañaral,Región de Atacama,41,200
Chañaral,Región de Atacama,43,201
Chañaral,Región de Atacama,44,202
Chañaral,Región de Atacama,46,207
Chañaral,Región de Atacama,48,208
Chanco,Región del Maule,15,1
Chanco,Región del Maule,16,2
Chanco,Región del Maule,17,3
Chanco,Región del Maule,22,4
Chanco,Región del Maule,23,11
Chanco,Región del Maule,24,17
Chanco,Región del Maule,25,27
Chanco,Región del Maule,26,28
Chanco,Región del Maule,28,35
Chanco,Región del Maule,29,42
Chanco,Región del Maule,30,43
Chanco,Región del Maule,31,44
Chanco,Región del Maule,32,46
Chanco,Región del Maule,33,51
Chanco,Región del Maule,34,56
Chanco,Región del Maule,35,59
Chanco,Región del Maule,36,67
Chanco,Región del Maule,37,78
Chanco,Región del Maule,38,85
Chanco,Región del Maule,39,88
Chanco,Región del Maule,40,103
Chanco,Región del Maule,41,106
Chanco,Región del Maule,42,116
Chanco,Región del Maule,44,135
Chanco,Región del Maule,45,136
Chanco,Región del Maule,46,138
Chanco,Región del Maule,47,139
Chanco,Región del Maule,48,144
Chanco,Región del Maule,49,148
Chanco,Región del Maule,50,159
Chanco,Región del Maule,51,164
Chanco,Región del Maule,52,169
Chepica,Región del Libertador General Bernardo OHiggins,20,6
Chepica,Región del Libertador General Bernardo OHiggins,21,7
Chepica,Región del Libertador General Bernardo OHiggins,22,14
Chepica,Región del Libertador General Bernardo OHiggins,23,18
Chepica,Región del Libertador General Bernardo OHiggins,24,43
Chepica,Región del Libertador General Bernardo OHiggins,25,57
Chepica,Región del Libertador General Bernardo OHiggins,26,78
Chepica,Región del Libertador General Bernardo OHiggins,27,95
Chepica,Región del Libertador General Bernardo OHiggins,28,126
Chepica,Región del Libertador General Bernardo OHiggins,29,147
Chepica,Región del Libertador General Bernardo OHiggins,30,160
Chepica,Región del Libertador General Bernardo OHiggins,31,165
Chepica,Región del Libertador General Bernardo OHiggins,32,170
Chepica,Región del Libertador General Bernardo OHiggins,33,180
Chepica,Región del Libertador General Bernardo OHiggins,34,201
Chepica,Región del Libertador General Bernardo OHiggins,35,219
Chepica,Región del Libertador General Bernardo OHiggins,36,227
Chepica,Región del Libertador General Bernardo OHiggins,37,235
Chepica,Región del Libertador General Bernardo OHiggins,38,242
Chepica,Región del Libertador General Bernardo OHiggins,39,265
Chepica,Región del Libertador General Bernardo OHiggins,40,275
Chepica,Región del Libertador General Bernardo OHiggins,41,284
Chepica,Región del Libertador General Bernardo OHiggins,42,290
Chepica,Región del Libertador General Bernardo OHiggins,43,291
Chepica,Región del Libertador General Bernardo OHiggins,44,294
Chepica,Región del Libertador General Bernardo OHiggins,45,295
Chepica,Región del Libertador General Bernardo OHiggins,46,298
Chepica,Región del Libertador General Bernardo OHiggins,47,299
Chepica,Región del Libertador General Bernardo OHiggins,48,305
Chepica,Región del Libertador General Bernardo OHiggins,49,308
Chepica,Región del Libertador General Bernardo OHiggins,50,317
Chepica,Región del Libertador General Bernardo OHiggins,51,319
Chepica,Región del Libertador General Bernardo OHiggins,52,321
Chiguayante,Región del Biobío,12,3
Chiguayante,Región del Biobío,13,17
Chiguayante,Región del Biobío,14,30
Chiguayante,Región del Biobío,15,40
Chiguayante,Región del Biobío,16,53
Chiguayante,Región del Biobío,17,63
Chiguayante,Región del Biobío,18,71
Chiguayante,Región del Biobío,19,77
